sample length
SRX4087397 747
SRX4087398 710
SRX4087399 747
SRX4087401 4441
SRX4087402 747
SRX4087405 747
SRX4087406 747
SRX4087407 747
SRX4087408 747
SRX4087410 747
SRX4087411 747
SRX4087412 747
SRX4087414 747
SRX4087415 747
SRX4087416 747
SRX4087423 710
SRX4087427 747
SRX4087429 747
SRX4087431 747
SRX4087432 747
SRX4087436 747
SRX4087439 747
SRX4087441 747
SRX4087442 747
SRX4087443 747
SRX4087444 4441
SRX4131441 710
SRX4131442 747
SRX4131444 61
SRX4131445 4445
SRX4131446 4445
SRX4199373 710
SRX4199374 1939
SRX4199375 710
SRX4199376 934
SRX4199378 710
SRX4199380 2793
SRX4199380 710
SRX4199382 710
SRX4199387 710
SRX4199388 710
SRX4199390 1332
SRX4199391 710
SRX4199392 710
SRX4199394 1332
SRX4199400 710
SRX4199410 747
SRX4199416 710
SRX4199420 710
SRX4199421 710
SRX4199439 710
SRX4199452 710
SRX4199488 710
SRX4199493 710
SRX4199494 710
SRX4199495 710
SRX4199496 2793
SRX4199496 710
SRX4199497 710
SRX4199498 710
SRX4199501 160
SRX4199503 710
SRX4199504 710
SRX4199507 710
SRX4199529 710
SRX4199531 1424
SRX4199531 3939
SRX4199531 495
SRX4199537 710
SRX4199562 710
SRX4199564 1312
SRX4199564 710
SRX4199601 710
SRX4199605 710
SRX4199629 710
SRX4199633 747
SRX4199634 710
SRX4199635 710
SRX4199636 710
SRX4199640 710
SRX4199655 710
SRX4199669 710
SRX4199680 1424
SRX4199680 3949
SRX4199683 710
SRX4199686 710
SRX4199755 710
SRX4199758 710
SRX4199759 710
SRX4199768 710
SRX4199786 710
SRX4199790 710
SRX4199792 710
SRX4199801 4009
SRX4199801 710
SRX4199803 710
SRX4199804 747
SRX4199805 710
SRX4199806 710
SRX4199807 710
SRX4199812 710
SRX4199813 710
SRX4199814 710
SRX4199820 1424
SRX4199821 1424
SRX4199821 710
SRX4199861 747
SRX4199881 710
SRX4199884 1417
SRX4199884 747
SRX4199887 747
SRX4199888 710
SRX4199889 710
SRX4199890 747
SRX4199891 1424
SRX4199894 710
SRX4199895 747
SRX4199896 710
SRX4199908 710
SRX4200037 2793
SRX4200037 710
SRX4200038 710
SRX4200040 710
SRX4200043 710
SRX4200046 1332
SRX4200047 1332
SRX4200050 747
SRX4200057 710
SRX4200059 710
SRX4200062 710
SRX4200064 710
SRX4200066 710
SRX4200089 710
SRX4200090 710
SRX4200091 4441
SRX4200097 710
SRX4200098 747
SRX4200157 747
SRX4200159 710
SRX4200160 710
SRX4200161 4441
SRX4200161 710
SRX4200162 710
SRX4200163 710
SRX4200164 710
SRX4200165 710
SRX4200168 710
SRX4200172 710
SRX4200203 710
SRX4200204 710
SRX4222318 710
SRX422769 3948
SRX422773 710
SRX422775 710
SRX422787 747
SRX422791 747
SRX422794 710
SRX422796 710
SRX422799 710
SRX422800 710
SRX422805 710
SRX422807 710
SRX422811 710
SRX422812 710
SRX422814 710
SRX422816 710
SRX422821 1090
SRX422826 710
SRX422827 710
SRX422832 1363
SRX422832 710
SRX422836 2816
SRX422836 710
SRX422839 710
SRX422844 3948
SRX422845 710
SRX422848 3799
SRX422848 710
SRX422849 710
SRX422850 710
SRX422851 710
SRX422855 710
SRX422860 710
SRX422864 747
SRX422869 710
SRX422870 710
SRX422873 710
SRX422875 710
SRX422881 710
SRX422883 710
SRX422886 747
SRX422889 747
SRX422890 710
SRX422893 747
SRX422894 747
SRX422896 710
SRX422898 710
SRX422902 710
SRX422904 1090
SRX422905 710
SRX422909 710
SRX422915 747
SRX422917 710
SRX422918 710
SRX422919 710
SRX422921 747
SRX422933 710
SRX422934 710
SRX422940 1424
SRX422945 710
SRX422949 1939
SRX422952 710
SRX422957 710
SRX422961 710
SRX422962 710
SRX422971 710
SRX422974 710
SRX422982 710
SRX422993 1939
SRX4279409 747
SRX4279411 710
SRX4316123 710
SRX4397400 4441
SRX4397400 710
SRX4397401 333
SRX4397401 4441
SRX4397402 747
SRX4397403 4441
SRX4397403 710
SRX4397404 324
SRX4397404 4441
SRX4397405 4441
SRX4397405 710
SRX4397406 299
SRX4397406 4441
SRX4397407 4441
SRX4397407 710
SRX4397408 4441
SRX4397408 747
SRX449782 747
SRX449783 1363
SRX449785 1424
SRX449791 710
SRX449793 710
SRX449795 710
SRX449796 710
SRX449797 710
SRX449800 710
SRX449801 710
SRX449806 710
SRX449808 710
SRX449810 710
SRX449812 710
SRX449813 710
SRX449814 710
SRX449816 710
SRX449817 710
SRX449819 710
SRX449823 710
SRX449824 710
SRX449826 710
SRX449827 710
SRX449829 747
SRX449832 1363
SRX449833 710
SRX449834 3799
SRX449834 710
SRX449835 710
SRX449837 710
SRX449838 710
SRX449841 710
SRX449842 710
SRX449843 710
SRX449846 710
SRX449848 710
SRX449849 747
SRX449850 710
SRX449856 3458
SRX449856 61
SRX449858 710
SRX449859 710
SRX449860 710
SRX449862 710
SRX449863 2816
SRX449863 710
SRX449866 710
SRX449867 710
SRX449868 710
SRX449869 710
SRX449871 747
SRX449885 710
SRX449887 710
SRX449888 1363
SRX449889 710
SRX449890 710
SRX449893 1424
SRX449894 710
SRX449895 710
SRX449897 710
SRX449898 710
SRX449899 710
SRX449900 747
SRX449903 710
SRX449905 710
SRX449906 710
SRX449907 710
SRX449911 3799
SRX449911 710
SRX449913 747
SRX449915 710
SRX449918 710
SRX449919 710
SRX449920 710
SRX449922 710
SRX449923 710
SRX449924 710
SRX449925 710
SRX449927 710
SRX449929 710
SRX449931 710
SRX449932 710
SRX449934 710
SRX449935 1363
SRX449936 710
SRX449937 710
SRX449939 710
SRX449947 747
SRX449948 710
SRX449949 2816
SRX449949 710
SRX449950 710
SRX449951 710
SRX449952 3458
SRX449952 61
SRX449957 710
SRX449959 710
SRX449960 710
SRX449966 710
SRX449967 710
SRX449968 747
SRX449970 710
SRX451104 710
SRX451105 710
SRX451108 4441
SRX451108 710
SRX451109 3424
SRX451109 710
SRX451111 710
SRX451112 710
SRX451114 710
SRX451118 710
SRX451119 710
SRX451120 710
SRX451122 710
SRX451125 1332
SRX451125 710
SRX451129 710
SRX451130 710
SRX451131 1332
SRX451131 710
SRX451132 710
SRX451133 710
SRX451134 710
SRX451136 4441
SRX451136 710
SRX451137 3948
SRX451137 710
SRX451139 1424
SRX451139 710
SRX451140 710
SRX451142 710
SRX451143 710
SRX451145 710
SRX451148 710
SRX451228 710
SRX451230 710
SRX451231 2816
SRX451231 710
SRX451234 710
SRX451235 710
SRX451237 747
SRX451238 710
SRX451239 710
SRX451240 710
SRX451241 710
SRX451256 710
SRX451257 710
SRX451259 1363
SRX451262 747
SRX451264 710
SRX451266 710
SRX451267 3456
SRX451267 61
SRX451272 710
SRX451273 710
SRX451274 710
SRX451275 710
SRX451277 710
SRX451279 710
SRX451282 710
SRX451283 710
SRX451284 710
SRX451285 710
SRX451287 747
SRX451288 710
SRX451289 710
SRX451291 710
SRX451292 747
SRX451294 710
SRX451296 710
SRX451297 747
SRX451298 710
SRX451301 710
SRX451302 710
SRX451482 747
SRX451499 3456
SRX451499 61
SRX451512 710
SRX451519 710
SRX451532 710
SRX451551 1424
SRX451551 710
SRX4515905 4441
SRX4515906 1285
SRX4515909 4441
SRX4515911 4441
SRX4515915 1285
SRX4515916 4441
SRX4515926 4441
SRX4515929 1253
SRX4515930 4441
SRX4515934 4441
SRX4515943 1352
SRX4515950 482
SRX4515954 4441
SRX4563634 747
SRX4563636 747
SRX4563637 747
SRX4563640 710
SRX4563646 710
SRX4563647 710
SRX4563650 747
SRX4563651 710
SRX4563653 747
SRX4563657 710
SRX4563661 747
SRX4563664 710
SRX4563665 747
SRX4563668 3423
SRX4563668 747
SRX4563671 747
SRX4563674 3423
SRX4563674 747
SRX4563675 747
SRX4563677 747
SRX4563680 747
SRX4563690 747
SRX456478 1213
SRX456489 2816
SRX4603971 747
SRX4603972 747
SRX4603973 747
SRX4603974 747
SRX4603975 747
SRX4603976 710
SRX4603977 4441
SRX4603977 747
SRX4603978 747
SRX4603979 747
SRX4603980 1332
SRX4603980 747
SRX4603984 710
SRX4603988 747
SRX4603991 710
SRX4603992 747
SRX4603994 710
SRX4603995 747
SRX4603999 710
SRX4604004 747
SRX4604010 710
SRX4604012 3423
SRX4604012 747
SRX4604013 747
SRX4604014 2793
SRX4604014 747
SRX4604015 747
SRX4604019 747
SRX4604023 747
SRX4604029 747
SRX4604031 4463
SRX4604031 762
SRX4604032 710
SRX4604036 710
SRX4604052 710
SRX4604057 2683
SRX4604067 2793
SRX4604067 747
SRX4604072 747
SRX4604084 747
SRX4604085 747
SRX4604086 747
SRX4604090 747
SRX4604098 747
SRX4604113 710
SRX4604115 747
SRX4604117 747
SRX4604121 710
SRX4604122 747
SRX4604126 710
SRX4604127 710
SRX4604132 747
SRX4604137 710
SRX4604139 747
SRX4604141 747
SRX4604142 710
SRX4604147 710
SRX4604149 747
SRX4604152 747
SRX4604153 747
SRX4604156 747
SRX4604159 747
SRX4604160 747
SRX4604165 710
SRX4604166 2793
SRX4604166 747
SRX4604167 710
SRX4604173 747
SRX4604174 747
SRX4604179 710
SRX4604186 710
SRX4604189 495
SRX4604201 710
SRX4604205 710
SRX4604213 465
SRX4620181 4450
SRX4620181 710
SRX4620181 969
SRX4620182 4450
SRX4620182 710
SRX4620183 4397
SRX4620183 486
SRX4620184 4451
SRX4620184 710
SRX4620185 4450
SRX4620185 710
SRX4620186 4450
SRX4620186 710
SRX4620187 4449
SRX4620187 710
SRX4620188 4450
SRX4620188 710
SRX4620189 4451
SRX4620189 710
SRX4620190 4450
SRX4620190 710
SRX4620191 4450
SRX4620191 710
SRX4620192 4445
SRX4620192 710
SRX4620193 4450
SRX4620193 710
SRX4620194 4450
SRX4620194 710
SRX4620195 4450
SRX4620195 710
SRX4620196 4450
SRX4620196 710
SRX4620197 4451
SRX4620197 710
SRX4620198 4445
SRX4620198 710
SRX4620199 4450
SRX4620199 710
SRX4620200 4450
SRX4620200 710
SRX4620201 4450
SRX4620201 710
SRX4620202 4452
SRX4620202 710
SRX4620203 4450
SRX4620203 710
SRX4620204 4450
SRX4620204 710
SRX4620205 710
SRX4620206 4418
SRX4620206 710
SRX4620207 710
SRX4620208 710
SRX4620209 4450
SRX4620209 710
SRX4620210 710
SRX4620211 4450
SRX4620211 710
SRX4620212 4450
SRX4620212 710
SRX4620213 710
SRX4620214 710
SRX4620215 4451
SRX4620215 710
SRX4620216 4450
SRX4620216 710
SRX4620217 4445
SRX4620217 710
SRX4620218 4450
SRX4620218 710
SRX462873 710
SRX462876 747
SRX462884 710
SRX462893 710
SRX462913 710
SRX462929 747
SRX462931 710
SRX462940 710
SRX462983 710
SRX462990 710
SRX463002 710
SRX463032 710
SRX463036 747
SRX463040 710
SRX463049 710
SRX463058 710
SRX463071 3453
SRX463071 61
SRX463091 710
SRX463120 710
SRX463126 710
SRX463130 710
SRX463131 710
SRX463134 710
SRX463156 710
SRX463181 710
SRX463185 710
SRX463187 710
SRX463190 710
SRX463197 710
SRX463203 710
SRX463208 710
SRX463210 710
SRX463226 710
SRX463233 710
SRX463238 710
SRX463243 710
SRX463345 710
SRX463351 710
SRX463354 710
SRX463494 710
SRX463498 710
SRX463503 710
SRX463526 3453
SRX463526 61
SRX463529 710
SRX463532 710
SRX463536 710
SRX463539 710
SRX463549 710
SRX463552 710
SRX463561 710
SRX463562 710
SRX463565 710
SRX463566 710
SRX463581 747
SRX463586 3799
SRX463586 710
SRX463589 710
SRX463594 710
SRX463598 710
SRX463599 710
SRX463602 710
SRX463638 710
SRX463649 710
SRX463675 710
SRX463683 710
SRX463686 710
SRX463687 710
SRX463688 172
SRX463688 710
SRX463690 3453
SRX463690 61
SRX463701 710
SRX463707 710
SRX463709 710
SRX463710 710
SRX463711 710
SRX463713 710
SRX463715 710
SRX463716 710
SRX463720 710
SRX463724 710
SRX463757 710
SRX463769 710
SRX463771 710
SRX463772 710
SRX463773 710
SRX463785 710
SRX463786 710
SRX463813 710
SRX463814 710
SRX463818 710
SRX463821 747
SRX463848 710
SRX463863 710
SRX463878 710
SRX463879 710
SRX463895 710
SRX463957 710
SRX463985 710
SRX463986 710
SRX464000 3453
SRX464000 61
SRX464056 1424
SRX464056 710
SRX464070 710
SRX464085 1363
SRX464085 710
SRX464117 710
SRX464133 710
SRX464145 710
SRX464222 710
SRX464223 710
SRX464274 710
SRX464299 3799
SRX464299 710
SRX464300 710
SRX464314 710
SRX464315 710
SRX464371 710
SRX464487 710
SRX464555 747
SRX464564 710
SRX464588 710
SRX464600 747
SRX464601 710
SRX464617 1363
SRX464631 710
SRX465657 3453
SRX465657 61
SRX465683 3453
SRX465683 61
SRX466017 3457
SRX466017 61
SRX466249 3456
SRX466249 61
SRX467714 710
SRX467717 710
SRX467720 747
SRX467725 710
SRX467728 710
SRX467734 710
SRX467735 4456
SRX467735 72
SRX467737 710
SRX467738 710
SRX467741 710
SRX467742 710
SRX467746 710
SRX467750 710
SRX467751 710
SRX467754 710
SRX467758 710
SRX467759 710
SRX467762 710
SRX467763 4456
SRX467763 72
SRX467766 710
SRX467767 710
SRX467768 710
SRX467769 710
SRX467770 710
SRX467772 710
SRX467773 4441
SRX467773 710
SRX467775 747
SRX467776 710
SRX467778 710
SRX467779 4410
SRX467780 4456
SRX467780 72
SRX467781 747
SRX467784 710
SRX467785 710
SRX467787 4441
SRX467787 710
SRX467788 710
SRX467789 710
SRX467792 710
SRX467795 710
SRX467799 710
SRX467800 710
SRX467803 710
SRX467805 710
SRX467806 710
SRX467809 710
SRX467811 710
SRX467815 710
SRX467821 710
SRX467825 710
SRX467826 710
SRX467827 710
SRX467831 710
SRX467833 710
SRX467836 710
SRX467837 710
SRX467841 710
SRX467843 710
SRX467846 710
SRX467850 710
SRX467854 710
SRX467855 710
SRX467859 1424
SRX467859 710
SRX467865 710
SRX467867 747
SRX467870 710
SRX467874 710
SRX467879 710
SRX467882 710
SRX467883 710
SRX467887 710
SRX467888 710
SRX467891 710
SRX467895 710
SRX467896 710
SRX467903 710
SRX467904 710
SRX467905 710
SRX467908 710
SRX467912 710
SRX467917 4441
SRX467917 710
SRX467921 710
SRX467930 710
SRX467933 710
SRX467934 710
SRX467944 710
SRX467950 710
SRX467961 710
SRX467962 710
SRX467965 710
SRX467966 710
SRX467970 710
SRX467972 710
SRX467975 710
SRX467977 710
SRX4680125 747
SRX4680126 747
SRX4680129 747
SRX4680130 747
SRX4680133 747
SRX4680143 710
SRX4680154 710
SRX4680166 747
SRX4680170 710
SRX4680187 710
SRX4680197 747
SRX468065 710
SRX468069 710
SRX468072 747
SRX468073 710
SRX468077 4441
SRX468077 710
SRX468078 710
SRX468080 710
SRX468081 710
SRX468083 710
SRX468085 710
SRX468088 710
SRX468090 710
SRX468095 710
SRX468096 710
SRX468099 710
SRX468100 4441
SRX468102 710
SRX468104 710
SRX468105 710
SRX468108 710
SRX468109 710
SRX468110 710
SRX468114 710
SRX468115 710
SRX468116 710
SRX468118 710
SRX468119 710
SRX468121 710
SRX468124 710
SRX468126 710
SRX468130 710
SRX468132 747
SRX468133 710
SRX468134 710
SRX468138 747
SRX468140 1199
SRX468140 710
SRX468140 917
SRX468143 710
SRX468144 710
SRX468145 710
SRX468148 710
SRX468149 710
SRX468163 710
SRX468169 710
SRX468176 710
SRX468196 710
SRX468202 710
SRX468211 710
SRX468218 710
SRX468223 710
SRX468224 747
SRX468225 710
SRX468232 710
SRX468244 710
SRX468251 710
SRX468257 710
SRX468259 747
SRX468260 4441
SRX468260 710
SRX468261 710
SRX468262 710
SRX468263 710
SRX468265 4441
SRX468265 710
SRX468266 710
SRX468268 710
SRX468269 710
SRX468270 710
SRX468271 710
SRX468272 747
SRX468273 710
SRX468274 4456
SRX468274 72
SRX468276 710
SRX468277 710
SRX468280 4456
SRX468280 72
SRX468283 710
SRX468284 710
SRX468285 710
SRX468288 710
SRX468289 710
SRX468290 710
SRX468291 710
SRX468293 710
SRX468294 710
SRX468298 4441
SRX468298 710
SRX468299 4456
SRX468299 72
SRX468300 4456
SRX468300 72
SRX468302 710
SRX468303 710
SRX468305 710
SRX468307 710
SRX468308 710
SRX468309 710
SRX468311 710
SRX468312 710
SRX468313 1967
SRX468314 710
SRX4690359 710
SRX4690360 710
SRX4690361 747
SRX4690370 747
SRX4690371 747
SRX4690385 747
SRX4690386 747
SRX4690387 710
SRX4690388 710
SRX4690389 747
SRX4690390 710
SRX4690391 710
SRX4690392 710
SRX4690393 747
SRX4690394 747
SRX4690397 1332
SRX4690426 747
SRX4690428 545
SRX4690428 710
SRX4690429 747
SRX4690430 710
SRX4690431 747
SRX4690432 710
SRX4690433 747
SRX4690548 710
SRX4690605 747
SRX4690606 710
SRX4690609 710
SRX4690610 747
SRX4690611 710
SRX4690612 747
SRX4690613 710
SRX4690614 747
SRX4690615 710
SRX4690616 2955
SRX4690616 747
SRX4690729 1332
SRX4690733 1332
SRX4690765 747
SRX4690766 489
SRX4690767 747
SRX4690768 747
SRX4690769 710
SRX4690770 710
SRX4690771 3948
SRX4690771 747
SRX4690772 747
SRX4690773 710
SRX4690774 710
SRX4690835 1332
SRX4690853 1332
SRX4690887 1332
SRX4690986 747
SRX4690987 1312
SRX4690987 710
SRX4690989 710
SRX4690990 1332
SRX4690990 710
SRX4690991 747
SRX4690992 747
SRX4690993 710
SRX4690994 747
SRX4690995 710
SRX4690996 747
SRX4691075 747
SRX4691094 952
SRX469529 1332
SRX469530 61
SRX469546 1090
SRX469552 1332
SRX469598 160
SRX4706615 1652
SRX4706615 2151
SRX4706615 2512
SRX4706618 4460
SRX4706619 2151
SRX4706619 4459
SRX4706620 4460
SRX4706625 4448
SRX4706627 1297
SRX4706628 4446
SRX4706629 4446
SRX4706630 4178
SRX4706631 341
SRX4706631 4448
SRX4706631 480
SRX4706633 4439
SRX4706638 1303
SRX4706642 1352
SRX4706648 339
SRX4706648 488
SRX4706650 4446
SRX4706652 4446
SRX4706653 341
SRX4706653 4448
SRX4706654 341
SRX4706654 4446
SRX4706656 4446
SRX4706657 342
SRX4706658 2076
SRX4706658 341
SRX4706658 488
SRX4706660 4446
SRX4706665 341
SRX4706665 4448
SRX4706665 480
SRX4706666 4441
SRX4706667 341
SRX4706667 4448
SRX4706667 488
SRX4706669 339
SRX4706669 4448
SRX4706669 480
SRX4706670 342
SRX4706670 4448
SRX4706671 342
SRX4706671 4446
SRX4706673 1173
SRX4706677 1150
SRX4706678 2151
SRX4706678 4460
SRX4706679 1352
SRX4706688 4457
SRX4706696 4460
SRX4706698 4461
SRX4706700 4460
SRX4706704 1150
SRX4706714 1150
SRX4706725 4460
SRX4706728 1352
SRX4706728 4457
SRX4706734 1352
SRX4706734 4457
SRX4706738 4460
SRX4706740 4460
SRX4706741 4460
SRX4706746 341
SRX4706746 488
SRX4706747 4446
SRX4706748 4446
SRX4706750 342
SRX4706751 4446
SRX4706752 4446
SRX4706760 4429
SRX4706764 341
SRX4706764 4448
SRX4706764 488
SRX4706765 1352
SRX4706767 339
SRX4706767 488
SRX4706770 4446
SRX4706771 1562
SRX4706771 2451
SRX4706773 4446
SRX4706774 4446
SRX4706775 4446
SRX4706776 4446
SRX4706781 4446
SRX4706782 4446
SRX4706794 4446
SRX4706795 4448
SRX4706797 3447
SRX4706799 342
SRX4706800 4446
SRX4706802 342
SRX4706803 4446
SRX4706816 4460
SRX4706817 1352
SRX470929 61
SRX470945 1332
SRX470954 160
SRX470983 1332
SRX471099 1090
SRX473151 710
SRX473154 4448
SRX473157 710
SRX473164 1939
SRX473165 4441
SRX473169 1605
SRX473169 2151
SRX473169 2730
SRX473176 1939
SRX473178 1939
SRX473188 1939
SRX473191 1939
SRX473192 4448
SRX473199 1939
SRX473200 1939
SRX473202 4448
SRX473205 1939
SRX473207 1939
SRX473211 1939
SRX473213 1939
SRX473217 1939
SRX473222 2151
SRX473223 1939
SRX473226 1939
SRX473229 4448
SRX473230 4448
SRX473232 1900
SRX473233 1939
SRX473236 1939
SRX473239 1939
SRX473240 3949
SRX473251 1939
SRX473251 4448
SRX473259 1939
SRX4741848 3772
SRX4741850 710
SRX4741851 710
SRX4741856 710
SRX4741868 747
SRX4741869 747
SRX4741871 747
SRX4741874 710
SRX4741875 710
SRX4741877 710
SRX4741922 3745
SRX4741923 2626
SRX4741923 686
SRX476959 710
SRX476967 747
SRX476969 747
SRX476970 747
SRX476972 4441
SRX476974 747
SRX476975 710
SRX476978 710
SRX476979 747
SRX476980 4460
SRX476986 747
SRX476995 747
SRX476996 747
SRX477007 710
SRX477009 710
SRX477013 2839
SRX477013 710
SRX477014 710
SRX477020 747
SRX477024 747
SRX477031 710
SRX477044 710
SRX477045 2816
SRX477045 710
SRX477045 768
SRX477046 710
SRX477047 710
SRX477048 710
SRX477049 710
SRX477050 710
SRX477051 710
SRX477052 747
SRX477053 1312
SRX477053 285
SRX477053 747
SRX477054 747
SRX477055 710
SRX477056 710
SRX477057 747
SRX477058 747
SRX477059 710
SRX477060 710
SRX477061 1290
SRX477061 710
SRX477062 710
SRX477063 710
SRX477064 747
SRX477065 747
SRX477066 710
SRX477067 1312
SRX477067 747
SRX477068 1312
SRX477068 747
SRX477069 747
SRX477070 710
SRX477071 747
SRX477072 710
SRX477073 710
SRX477074 747
SRX477075 2816
SRX477075 747
SRX477076 710
SRX477077 710
SRX477078 710
SRX477079 710
SRX477080 710
SRX477081 710
SRX477082 747
SRX477083 2816
SRX477083 747
SRX477084 747
SRX477085 710
SRX477086 710
SRX477087 747
SRX477088 747
SRX477089 1312
SRX477089 747
SRX477090 1312
SRX477090 747
SRX477091 710
SRX477092 747
SRX477093 747
SRX477094 747
SRX477095 747
SRX477096 710
SRX477097 747
SRX477098 710
SRX477099 747
SRX477100 747
SRX477101 747
SRX477102 747
SRX477103 747
SRX477104 2816
SRX477104 747
SRX477105 710
SRX477106 710
SRX477107 747
SRX477108 747
SRX477109 1312
SRX477109 710
SRX477110 747
SRX477111 2816
SRX477111 747
SRX477112 710
SRX477113 747
SRX477114 747
SRX477115 1287
SRX477115 710
SRX477116 747
SRX477117 710
SRX477118 710
SRX477119 710
SRX477120 710
SRX477121 710
SRX477122 747
SRX477123 710
SRX477124 710
SRX477125 710
SRX477126 747
SRX477127 710
SRX477128 710
SRX477129 710
SRX477130 710
SRX477131 495
SRX477132 710
SRX477133 710
SRX477134 710
SRX477135 710
SRX477136 710
SRX477137 710
SRX477138 710
SRX477139 710
SRX477140 710
SRX477141 710
SRX477142 710
SRX477143 710
SRX477144 710
SRX477145 710
SRX477146 710
SRX477147 710
SRX477148 710
SRX477149 710
SRX477150 710
SRX477151 747
SRX477152 710
SRX477153 710
SRX477154 710
SRX477155 710
SRX477156 710
SRX477157 495
SRX477158 710
SRX477159 710
SRX477160 747
SRX477161 747
SRX477162 747
SRX477163 710
SRX477164 710
SRX477165 710
SRX477166 710
SRX477167 710
SRX477168 710
SRX477169 710
SRX477170 710
SRX477171 747
SRX477172 747
SRX477173 747
SRX477174 747
SRX477175 747
SRX477176 710
SRX477177 710
SRX477178 710
SRX477179 710
SRX477180 710
SRX477181 710
SRX477182 710
SRX477183 710
SRX477184 747
SRX477185 710
SRX477186 495
SRX477187 710
SRX477188 747
SRX477189 710
SRX477190 710
SRX478042 747
SRX478052 747
SRX478053 747
SRX478054 747
SRX478055 747
SRX478056 747
SRX478057 747
SRX478058 747
SRX478059 747
SRX478060 747
SRX478079 747
SRX478080 747
SRX478081 747
SRX478082 747
SRX478086 747
SRX479703 4458
SRX479703 72
SRX479705 710
SRX479719 4456
SRX479719 72
SRX479720 710
SRX479723 710
SRX479727 710
SRX479749 710
SRX479750 710
SRX479754 710
SRX479777 710
SRX479783 710
SRX479793 710
SRX479797 710
SRX479801 710
SRX479807 710
SRX479807 917
SRX479810 710
SRX479818 4459
SRX479818 72
SRX479819 710
SRX479821 710
SRX479823 710
SRX479829 710
SRX4814826 4450
SRX4814826 710
SRX4814832 710
SRX4814835 747
SRX4814836 710
SRX4814838 4441
SRX4814839 747
SRX4814844 4441
SRX4814845 747
SRX4814850 2508
SRX4814862 1759
SRX4814862 2629
SRX4814862 710
SRX4814871 4445
SRX4814871 710
SRX4814872 1352
SRX4814876 4451
SRX4814876 710
SRX4814877 342
SRX4814877 480
SRX4814883 4442
SRX4814887 4448
SRX4814887 710
SRX4814888 4458
SRX4814892 4451
SRX4814892 710
SRX4814896 710
SRX4814897 4446
SRX4814897 710
SRX4814901 495
SRX4814902 747
SRX4814903 4441
SRX4814907 710
SRX4814914 4445
SRX4814914 710
SRX4814917 710
SRX4814924 4446
SRX4814924 710
SRX4814925 4455
SRX4814927 4445
SRX4814927 710
SRX4814929 710
SRX4814933 160
SRX4814936 3746
SRX4814938 4446
SRX4814938 710
SRX4814941 710
SRX4814942 4445
SRX4814942 710
SRX4814944 495
SRX4814946 710
SRX4814951 747
SRX4814952 1597
SRX4814952 692
SRX4814955 4446
SRX4814955 710
SRX4814956 4450
SRX4814956 710
SRX4814963 4450
SRX4814963 710
SRX4814970 710
SRX4814976 3831
SRX4814979 710
SRX4814982 4451
SRX4814982 710
SRX4814987 710
SRX4814991 1285
SRX4814991 710
SRX4814997 1285
SRX4815000 710
SRX4902625 710
SRX4902626 710
SRX4902627 160
SRX4902627 2402
SRX4902627 710
SRX4902627 879
SRX4902628 710
SRX4902629 4441
SRX4902629 710
SRX4902630 747
SRX4902631 710
SRX4902632 747
SRX4902633 747
SRX4902634 710
SRX4902635 710
SRX4902636 747
SRX4902637 747
SRX4902638 710
SRX4902639 710
SRX4902640 710
SRX4902641 2879
SRX4902642 710
SRX4902643 4441
SRX4902643 710
SRX4902644 710
SRX4902645 747
SRX4902646 710
SRX4902647 1199
SRX4902647 747
SRX4902648 710
SRX4902649 747
SRX4902650 710
SRX4902651 710
SRX4902652 710
SRX4902653 747
SRX4902654 747
SRX4902655 710
SRX4902656 710
SRX4902657 710
SRX4902658 4441
SRX4902658 710
SRX4902659 710
SRX4902660 4441
SRX4902660 710
SRX4902661 710
SRX4902662 747
SRX4902663 710
SRX4902664 710
SRX4902665 710
SRX4902666 710
SRX4902667 710
SRX4902668 710
SRX4902669 747
SRX4902670 710
SRX4902671 747
SRX4902672 747
SRX4902673 710
SRX4902674 167
SRX4902674 710
SRX4902675 747
SRX4902676 4441
SRX4902676 710
SRX4902677 747
SRX4902678 710
SRX4902679 710
SRX4902680 4441
SRX4902680 747
SRX4902681 710
SRX4902682 710
SRX4902683 747
SRX4902684 747
SRX4902685 710
SRX4902686 710
SRX4902687 710
SRX4902688 747
SRX4902689 710
SRX4902690 4441
SRX4902690 710
SRX4902691 4441
SRX4902691 710
SRX4902692 4441
SRX4902692 710
SRX4902693 710
SRX4902694 4441
SRX4902694 710
SRX4902695 747
SRX4902696 747
SRX4902697 710
SRX4902698 710
SRX4902699 710
SRX4902700 710
SRX4902701 710
SRX4902702 710
SRX4902703 710
SRX4902704 4441
SRX4902704 710
SRX4902705 710
SRX4902706 710
SRX4902707 710
SRX4902708 710
SRX4902709 710
SRX4902710 747
SRX4902711 710
SRX4902712 747
SRX4902713 747
SRX4902714 710
SRX4902715 710
SRX4902716 710
SRX4966456 747
SRX499237 1239
SRX499237 4457
SRX499244 4455
SRX499249 4455
SRX499251 1239
SRX499251 4455
SRX5018176 710
SRX5018177 710
SRX5018178 710
SRX5018179 710
SRX5018190 710
SRX5018436 710
SRX5018596 710
SRX5018603 167
SRX5018603 710
SRX5018604 710
SRX5018605 710
SRX5018606 710
SRX5018608 747
SRX5018783 710
SRX5018786 710
SRX5018845 710
SRX5018846 710
SRX5018849 710
SRX5018850 710
SRX5018853 710
SRX5018854 710
SRX5018855 1848
SRX5018855 710
SRX5018871 710
SRX5018874 710
SRX5019029 710
SRX502277 4441
